agent_id,age,tenure_months,commute_minutes,hiring_source,shift_type,queue_type,education,dependents,prior_jobs,compa_ratio,months_since_increment,ijp_rejections,aht_delta_pct,acw_pct_delta_pp,avail_time_delta_pct,adherence_delta_pp,break_overrun_min_30d,late_logins_30d,avg_minutes_late,early_departures_30d,unplanned_absences_30d,fri_mon_absence_ratio,ncns_90d,pto_burn_rate,pto_rejections_180d,shift_swap_requests_30d,short_calls_rate_delta_pp,transfer_rate_delta_pp,occupancy_90d,tl_attrition_rate_6m,team_exits_60d,batch_attrition_rate,attrition_90d
AGT103074,33,6,23,Job Portal,Day Fixed,Voice-Support,Graduate,0,2,0.883,16,0,-10.2,-0.64,4.3,0.29,0.0,1,1.1,0,0,0.0,0,0.19,0,1,0.89,1.12,85.8,0.129,1,0.27,0
AGT103075,23,12,21,Walk-in,Rotational,Voice-Support,Graduate,0,1,1.129,19,0,-0.1,0.25,1.0,-3.43,0.0,1,0.1,0,1,0.05,0,0.47,0,1,2.57,0.19,79.2,0.228,0,0.223,0
AGT103076,27,15,88,Job Portal,Day Fixed,Chat,Graduate,2,2,0.985,35,0,15.5,3.79,-1.9,-1.98,4.5,3,3.5,2,1,0.48,1,0.89,0,0,1.27,2.15,84.4,0.295,0,0.384,0
AGT103077,19,1,19,Walk-in,Rotational,Voice-Support,Graduate,0,1,0.977,2,2,-0.6,1.44,-4.2,-1.95,3.1,2,8.1,1,1,0.32,0,1.17,0,0,1.92,0.02,79.3,0.123,2,0.098,0
AGT103078,21,52,16,Job Portal,Rotational,Voice-Collections,Graduate,3,1,0.976,12,0,5.3,-1.97,4.2,3.79,0.0,0,0.0,0,0,0.0,0,0.09,0,0,2.54,1.63,78.0,0.268,2,0.582,0
AGT103079,32,8,61,Referral,Rotational,Chat,Undergraduate,2,4,1.226,24,1,-5.3,0.22,-6.7,-2.82,8.0,3,0.0,1,3,0.31,0,0.77,0,1,1.11,0.87,86.4,0.225,1,0.404,0
AGT103080,25,3,52,Job Portal,Rotational,Voice-Collections,Graduate,0,3,0.952,17,0,11.3,3.71,-12.0,-5.01,13.2,5,14.5,3,6,0.47,3,2.32,3,4,2.38,3.43,87.0,0.126,2,0.589,0
AGT103081,21,3,33,Walk-in,Rotational,Email,Graduate,0,2,1.207,3,0,-12.3,2.29,4.1,-0.74,0.0,0,0.0,0,0,0.0,0,1.06,0,1,-0.44,-0.81,97.2,0.078,1,0.154,0
AGT103082,28,8,26,Job Portal,Day Fixed,Voice-Support,Graduate,1,0,1.086,1,0,-7.3,2.76,-1.6,-1.29,0.0,0,0.0,0,0,0.0,0,0.24,0,1,0.65,0.69,85.6,0.207,0,0.358,0
AGT103083,24,10,30,Job Portal,Split,Voice-Collections,Graduate,0,2,0.889,5,2,6.8,7.12,-10.1,-7.81,21.5,6,21.5,3,8,0.58,0,2.23,1,2,3.61,1.9,81.3,0.435,1,0.472,0
AGT103084,25,7,33,Referral,Day Fixed,Escalations,Graduate,1,0,0.904,0,0,3.4,2.99,6.4,-0.57,0.0,0,0.0,0,0,0.0,0,0.0,1,1,-0.3,-0.08,81.3,0.14,1,0.229,0
AGT103085,31,2,58,Job Portal,Night Fixed,Voice-Support,Graduate,4,2,1.019,15,0,8.2,1.75,3.1,6.35,0.0,0,0.0,1,0,0.0,0,0.28,1,1,4.1,-1.63,71.8,0.192,1,0.095,0
AGT103086,21,1,50,Job Portal,Split,Voice-Collections,Graduate,1,5,1.01,1,1,-4.8,2.27,-4.0,-6.56,6.2,2,16.0,2,1,0.64,2,1.39,1,1,0.86,1.83,87.5,0.447,3,0.252,0
AGT103087,22,23,37,Walk-in,Day Fixed,Escalations,Graduate,1,0,0.96,8,0,-7.8,-0.42,-5.3,4.65,3.2,1,9.6,0,0,0.0,0,0.99,0,2,-2.03,-1.34,84.9,0.176,1,0.271,0
AGT103088,28,27,36,Job Portal,Rotational,Voice-Collections,Graduate,3,0,0.946,13,0,14.1,2.1,-3.1,-4.34,3.2,1,13.0,0,1,0.45,0,0.37,0,0,1.41,1.9,83.0,0.384,4,0.252,0
AGT103089,32,2,63,Referral,Rotational,Email,Graduate,4,1,1.155,7,1,7.6,-2.3,4.5,2.99,0.0,0,0.0,0,0,0.0,0,0.0,2,1,0.51,1.01,84.4,0.059,1,0.245,0
AGT103090,33,16,28,Referral,Rotational,Escalations,Graduate,3,0,1.015,4,0,1.4,1.1,-5.1,4.08,0.0,2,0.0,0,0,0.0,0,1.08,1,0,-0.9,0.55,78.1,0.112,2,0.295,0
AGT103091,24,21,17,Referral,Day Fixed,Voice-Support,Graduate,0,1,1.047,11,0,4.8,1.11,-3.9,-3.15,8.5,1,14.1,0,3,0.75,0,2.09,1,5,0.85,1.4,70.5,0.32,3,0.229,0
AGT103092,32,32,83,Job Portal,Rotational,Email,Undergraduate,0,0,1.012,5,1,-8.8,0.39,5.5,3.46,0.0,0,0.0,0,0,0.0,0,0.7,1,2,-0.63,0.08,82.7,0.098,0,0.406,0
AGT103093,23,35,37,Job Portal,Day Fixed,Chat,Graduate,1,2,1.004,4,2,5.3,0.88,-6.0,-4.14,9.7,2,11.3,3,2,0.74,2,1.98,3,4,0.17,1.19,82.0,0.17,1,0.485,0
AGT103094,36,10,108,Referral,Day Fixed,Escalations,Graduate,0,2,1.215,18,0,-2.3,4.6,-11.5,-0.63,1.2,1,11.1,2,1,0.28,1,1.0,1,0,0.31,0.21,85.4,0.192,3,0.27,0
AGT103095,21,9,34,Job Portal,Rotational,Chat,Graduate,1,1,1.057,6,1,3.9,-2.05,3.3,1.68,4.4,0,0.0,0,0,0.0,0,0.94,0,0,-0.26,-0.87,84.6,0.154,0,0.242,0
AGT103096,34,22,44,Job Portal,Rotational,Email,Graduate,2,1,1.263,5,0,-4.8,-1.32,-2.7,-0.62,0.0,0,0.0,0,0,0.0,0,0.83,0,0,1.29,0.4,84.5,0.078,3,0.224,0
AGT103097,24,14,27,Job Portal,Rotational,Voice-Support,Graduate,3,1,1.078,8,2,-2.0,0.62,-6.3,0.6,0.0,0,0.0,0,0,0.0,0,0.25,1,2,2.34,-0.27,80.1,0.088,0,0.107,0
AGT103098,37,4,51,Walk-in,Rotational,Chat,Graduate,0,2,0.935,18,1,19.4,2.41,-4.0,-2.56,2.4,4,9.3,1,1,0.49,0,1.24,2,1,1.8,1.11,96.0,0.17,3,0.22,0
AGT103099,30,1,37,Job Portal,Rotational,Email,Graduate,2,4,1.124,4,2,6.6,3.01,-1.8,-9.49,13.9,3,14.5,2,2,0.45,0,1.46,0,7,1.29,1.81,90.9,0.339,2,0.567,0
AGT103100,22,37,39,Referral,Night Fixed,Escalations,Graduate,1,1,0.992,5,1,-3.5,-0.82,-1.8,1.27,0.0,0,0.0,0,0,0.0,0,1.14,1,0,-0.72,0.07,78.3,0.255,1,0.285,0
AGT103101,24,6,47,Walk-in,Night Fixed,Voice-Support,Undergraduate,2,3,1.152,19,0,4.0,0.08,2.9,3.68,0.0,0,0.0,0,0,0.0,0,0.0,1,2,1.52,-1.36,92.2,0.152,0,0.399,0
AGT103102,31,5,34,Referral,Rotational,Voice-Support,Graduate,0,2,0.932,10,2,2.3,-1.62,4.3,3.57,9.5,0,0.0,0,0,0.0,1,0.32,1,1,0.05,0.73,86.5,0.271,0,0.216,0
AGT103103,32,39,50,Walk-in,Rotational,Escalations,Undergraduate,0,0,0.842,4,0,10.0,3.11,-7.5,-8.89,18.3,1,11.6,3,1,0.76,0,1.46,0,5,1.5,2.49,74.7,0.314,3,0.239,0
AGT103104,27,10,30,Job Portal,Day Fixed,Chat,Undergraduate,2,0,1.01,10,1,-12.2,0.25,7.0,-0.5,3.3,0,0.0,0,0,0.0,0,0.64,0,0,-2.05,1.57,91.1,0.317,1,0.272,0
AGT103105,27,3,48,Walk-in,Night Fixed,Voice-Support,Graduate,1,0,1.147,25,1,13.9,-0.48,2.9,1.65,0.0,1,0.9,0,0,0.0,0,1.73,0,1,1.18,-1.68,81.2,0.275,3,0.267,0
AGT103106,31,27,15,Referral,Day Fixed,Voice-Collections,Graduate,2,1,0.937,7,2,1.5,0.57,2.3,-2.05,0.0,0,0.0,0,0,0.0,0,0.43,0,0,0.4,1.09,81.5,0.086,0,0.35,0
AGT103107,28,1,19,Job Portal,Rotational,Escalations,Graduate,0,2,1.058,13,1,8.0,-0.1,0.4,0.29,1.1,2,4.7,4,2,0.18,1,1.2,0,2,1.64,0.01,82.8,0.038,2,0.58,0
AGT103108,21,60,26,Walk-in,Day Fixed,Escalations,Graduate,0,1,0.933,4,1,4.8,-0.59,-0.7,-1.32,6.7,1,6.6,0,1,0.22,1,1.33,0,0,-1.02,-0.2,84.8,0.146,3,0.35,0
AGT103109,23,12,22,Job Portal,Rotational,Voice-Support,Undergraduate,0,0,1.094,2,3,3.7,-0.99,0.4,1.15,3.0,1,2.9,0,0,0.0,0,0.16,1,1,0.8,0.82,82.5,0.051,1,0.211,0
AGT103110,28,23,23,Walk-in,Rotational,Email,Graduate,2,1,0.963,10,1,-2.6,-0.28,-6.6,-3.51,2.1,1,0.0,0,0,0.0,0,0.58,0,0,0.55,-1.31,89.8,0.326,0,0.072,0
AGT103111,33,19,56,Referral,Split,Voice-Collections,Graduate,1,2,1.027,2,0,9.9,-3.29,-2.6,5.15,5.0,1,6.4,0,1,0.39,0,0.38,0,1,-0.18,-0.84,94.0,0.057,2,0.373,0
AGT103112,35,11,37,Job Portal,Night Fixed,Voice-Support,Undergraduate,1,2,0.967,1,1,-6.5,0.92,-1.3,-3.09,1.8,0,0.0,0,0,0.0,0,0.57,0,0,-0.35,0.7,81.9,0.091,2,0.151,0
AGT103113,31,10,34,Job Portal,Rotational,Email,Graduate,0,0,0.925,1,0,-15.2,-0.79,7.2,-0.08,1.1,0,0.0,0,0,0.0,0,0.59,0,1,0.05,-0.02,74.9,0.133,0,0.279,0
AGT103114,28,14,50,Job Portal,Rotational,Voice-Support,Undergraduate,0,4,0.808,12,0,4.6,-0.08,-0.4,-4.22,12.9,5,9.9,1,3,0.7,1,1.47,1,2,2.83,1.59,81.3,0.311,1,0.029,0
AGT103115,31,5,52,Job Portal,Day Fixed,Voice-Collections,Graduate,0,1,0.87,2,3,-4.6,1.66,-2.8,-5.48,16.5,3,12.4,1,4,0.39,2,1.23,0,1,0.2,1.28,78.6,0.134,1,0.329,0
AGT103116,24,18,32,Job Portal,Night Fixed,Voice-Support,Graduate,0,0,0.972,3,0,-1.0,-2.62,0.3,1.56,0.0,1,0.0,0,0,0.0,0,0.0,0,1,-0.51,-0.14,80.7,0.238,3,0.083,0
AGT103117,26,3,72,Job Portal,Night Fixed,Voice-Support,Postgraduate,3,0,1.045,3,2,11.7,3.33,-13.3,-9.08,16.1,10,18.1,3,8,0.77,2,2.17,3,8,3.37,2.21,75.7,0.595,4,0.298,0
AGT103118,23,4,39,Referral,Day Fixed,Voice-Support,Graduate,0,2,1.185,5,1,-1.8,0.03,1.5,-0.3,0.0,1,0.0,0,0,0.0,0,0.85,0,0,2.25,-2.11,86.7,0.032,3,0.217,0
AGT103119,21,17,59,Job Portal,Night Fixed,Escalations,Graduate,0,2,0.948,4,0,9.0,1.44,-4.7,-4.64,13.7,1,15.3,4,6,0.76,0,1.43,2,4,0.92,3.79,75.5,0.355,3,0.197,1
AGT103120,29,32,30,Walk-in,Day Fixed,Voice-Collections,Postgraduate,2,2,0.936,12,2,3.5,1.09,-1.4,-3.51,8.3,3,0.1,0,2,0.39,0,0.77,0,2,0.44,0.49,77.1,0.113,0,0.471,0
AGT103121,28,28,49,Job Portal,Rotational,Chat,Graduate,4,3,0.868,8,0,-4.9,0.47,-0.9,-1.19,12.1,3,2.5,0,1,0.41,1,1.45,2,1,-0.4,1.99,93.6,0.089,0,0.126,0
AGT103122,30,2,61,Job Portal,Night Fixed,Voice-Support,Graduate,1,0,1.086,0,0,-6.4,-1.32,-1.6,-2.08,1.6,0,0.0,0,0,0.0,0,0.45,0,0,-1.65,-0.33,75.1,0.033,3,0.327,0
AGT103123,30,6,58,Walk-in,Day Fixed,Email,Undergraduate,0,4,1.057,11,0,-12.7,3.41,-2.4,0.05,0.0,0,0.0,0,0,0.0,0,0.18,0,0,-0.06,2.22,76.4,0.023,0,0.205,0
AGT103124,28,53,55,Referral,Rotational,Chat,Graduate,1,2,1.045,15,0,6.3,2.17,-4.1,-0.57,0.3,3,6.4,1,5,0.44,2,1.3,2,1,-2.84,0.77,93.2,0.125,3,0.636,0
AGT103125,30,22,29,Job Portal,Rotational,Escalations,Graduate,0,2,1.034,14,0,1.8,1.49,2.8,0.48,3.0,0,0.0,0,0,0.0,0,1.3,2,0,-1.33,0.56,83.3,0.092,0,0.411,0
AGT103126,27,33,21,Walk-in,Split,Voice-Support,Postgraduate,0,1,0.963,7,0,2.6,-0.7,3.7,-1.16,1.3,1,0.0,0,2,0.48,0,0.67,2,0,-1.28,0.01,77.1,0.056,2,0.249,0
AGT103127,29,13,20,Job Portal,Rotational,Voice-Collections,Graduate,2,3,1.136,1,3,-6.0,-2.61,-6.7,-1.3,3.7,0,0.0,0,0,0.0,0,0.71,0,2,-0.86,-2.04,77.8,0.218,2,0.253,0
AGT103128,23,40,33,Referral,Rotational,Voice-Support,Graduate,2,2,0.922,2,1,1.5,1.94,-2.2,0.1,8.6,1,4.8,0,1,0.34,0,1.03,0,3,-0.06,-1.84,98.0,0.231,0,0.116,0
AGT103129,29,3,32,Job Portal,Night Fixed,Voice-Support,Undergraduate,0,2,0.953,3,0,-6.8,-0.24,-3.2,2.23,1.4,0,0.0,0,0,0.0,0,0.3,0,1,0.11,1.39,88.9,0.066,0,0.345,0
AGT103130,30,8,52,Job Portal,Night Fixed,Chat,Graduate,2,1,0.898,8,2,-1.0,-1.1,-3.8,0.74,4.1,0,0.0,2,1,0.37,0,1.42,0,0,-0.45,-1.08,85.7,0.103,0,0.276,0
AGT103131,24,30,43,Job Portal,Night Fixed,Email,Graduate,1,2,0.987,15,2,-2.8,3.89,-7.1,-3.02,17.7,2,12.4,3,6,0.82,1,0.75,3,5,4.95,1.81,89.0,0.462,2,0.483,0
AGT103132,27,7,20,Referral,Split,Voice-Support,Graduate,1,0,0.922,12,0,0.3,0.93,-3.9,3.64,3.9,0,0.0,0,1,0.22,0,0.3,0,0,-1.85,0.27,81.9,0.292,0,0.105,0
AGT103133,24,11,67,Referral,Day Fixed,Chat,Undergraduate,0,1,0.937,3,2,-0.2,3.08,1.4,2.94,2.4,2,4.8,0,0,0.0,0,0.96,1,0,2.01,0.45,84.8,0.22,0,0.476,0
AGT103134,24,7,48,Job Portal,Rotational,Chat,Undergraduate,4,2,0.88,36,0,8.7,0.06,-2.3,-4.66,12.5,2,10.8,2,4,0.74,1,1.3,3,5,3.32,2.96,86.9,0.248,2,0.622,0
AGT103135,21,5,28,Job Portal,Day Fixed,Voice-Collections,Graduate,0,3,0.904,5,0,19.5,1.49,-0.3,-3.71,4.8,6,9.6,1,2,0.3,0,1.4,2,1,1.0,0.57,80.6,0.415,1,0.135,0
AGT103136,33,30,31,Walk-in,Rotational,Email,Graduate,0,5,0.839,10,0,-2.9,3.94,-5.4,-1.13,0.0,2,9.6,3,4,0.6,0,1.99,1,1,2.19,-0.19,84.6,0.125,1,0.467,0
AGT103137,32,9,83,Job Portal,Night Fixed,Chat,Graduate,0,1,1.036,2,0,8.5,-0.61,4.2,0.56,7.9,2,0.0,1,1,0.07,0,0.87,1,3,-0.69,0.04,93.2,0.133,0,0.509,0
AGT103138,30,14,22,Job Portal,Rotational,Escalations,Undergraduate,2,1,0.914,24,0,0.7,4.49,-1.0,3.14,0.0,2,0.0,0,0,0.0,0,0.99,0,4,1.36,-0.65,77.1,0.078,2,0.277,0
AGT103139,37,18,85,Referral,Split,Email,Graduate,3,2,1.161,8,0,-6.5,-0.98,-1.0,-5.13,5.7,1,0.0,0,0,0.0,0,1.08,1,1,-0.36,0.06,81.0,0.166,1,0.321,0
AGT103140,26,6,37,Job Portal,Day Fixed,Email,Undergraduate,0,3,1.095,22,0,2.4,-3.3,-4.0,1.75,0.2,0,0.0,0,0,0.0,0,0.69,1,3,-0.61,-1.23,80.3,0.138,1,0.425,0
AGT103141,42,6,38,Walk-in,Rotational,Voice-Support,Graduate,0,3,1.007,6,0,-2.8,-2.71,1.2,-0.75,0.0,0,0.0,0,0,0.0,0,0.24,0,0,0.06,-0.02,88.5,0.374,0,0.289,0
AGT103142,26,28,50,Job Portal,Night Fixed,Email,Graduate,3,1,1.057,9,1,-1.0,2.95,-6.3,1.2,0.0,0,0.0,0,0,0.0,1,1.13,3,0,-1.69,-0.03,90.6,0.385,1,0.131,0
AGT103143,28,18,17,Job Portal,Night Fixed,Escalations,Undergraduate,2,0,1.086,5,0,-7.7,0.61,-0.2,3.06,4.5,0,0.0,0,0,0.0,0,0.93,0,1,-0.03,0.06,75.0,0.118,5,0.486,0
AGT103144,25,13,47,Walk-in,Day Fixed,Voice-Support,Graduate,4,1,0.951,11,0,-4.8,1.78,-1.3,-3.05,0.0,0,0.0,0,0,0.0,0,0.63,2,0,0.71,-0.57,82.0,0.064,0,0.195,0
AGT103145,29,1,61,Job Portal,Rotational,Voice-Collections,Graduate,2,1,0.98,18,0,-7.2,-0.67,-1.5,2.77,6.2,1,0.0,0,2,0.28,0,0.85,0,0,-0.56,0.07,79.5,0.11,1,0.254,0
AGT103146,31,15,33,Job Portal,Night Fixed,Email,Undergraduate,2,0,1.108,10,0,1.8,-1.69,-5.6,0.15,0.0,0,0.0,0,0,0.0,0,0.69,0,0,2.28,-0.35,86.9,0.337,0,0.344,0
AGT103147,26,5,42,Job Portal,Rotational,Voice-Support,Undergraduate,1,1,1.114,3,0,8.5,-0.9,-0.9,-2.0,3.6,1,0.0,0,0,0.0,0,0.65,0,0,-1.39,1.7,84.0,0.387,0,0.108,0
AGT103148,36,33,109,Walk-in,Rotational,Voice-Collections,Undergraduate,0,0,0.923,0,0,-2.7,-3.51,3.8,-5.11,0.0,0,0.0,0,2,0.37,0,0.57,1,0,-0.93,-1.04,89.3,0.045,3,0.342,0
AGT103149,28,4,64,Job Portal,Night Fixed,Chat,Undergraduate,1,2,1.23,2,0,2.6,-3.7,8.0,4.26,11.4,2,9.6,3,0,0.0,0,1.56,2,1,0.53,1.85,95.4,0.207,1,0.315,0
AGT103150,28,29,25,Job Portal,Day Fixed,Email,Graduate,0,2,0.865,14,1,-6.4,1.82,-0.8,-1.0,0.0,0,0.0,0,1,0.04,0,0.45,1,3,-0.83,-1.45,71.3,0.106,1,0.056,0
AGT103151,22,25,32,Job Portal,Day Fixed,Voice-Support,Postgraduate,1,2,0.771,4,0,-13.2,-1.06,-0.7,1.04,0.0,0,0.0,0,0,0.0,0,0.46,1,0,-1.29,-0.73,71.3,0.104,0,0.228,0
AGT103152,29,30,36,Referral,Day Fixed,Voice-Support,Undergraduate,1,3,1.172,13,1,-4.8,-1.22,3.0,1.76,0.0,1,0.0,0,0,0.0,0,0.54,1,1,-0.58,1.12,84.0,0.117,0,0.394,0
AGT103153,26,44,66,Job Portal,Split,Voice-Support,Postgraduate,0,2,1.073,0,0,-3.2,-1.6,6.3,-0.01,0.7,0,0.0,0,1,0.36,0,0.67,0,2,0.54,-0.99,86.5,0.144,0,0.013,0
AGT103154,24,12,25,Job Portal,Night Fixed,Voice-Support,Graduate,1,4,1.019,2,0,3.7,2.17,3.9,-3.7,0.0,0,0.0,0,1,0.08,0,0.93,0,0,1.64,0.22,78.8,0.065,2,0.064,0
AGT103155,23,28,58,Job Portal,Rotational,Voice-Support,Graduate,0,1,1.081,1,0,1.5,-1.69,3.6,1.56,0.0,2,0.0,0,0,0.0,0,0.18,1,0,0.59,0.51,84.4,0.033,0,0.336,0
AGT103156,40,34,58,Job Portal,Split,Chat,Graduate,2,3,0.932,36,0,7.0,3.22,-0.8,-0.31,6.8,2,4.4,1,3,0.63,1,1.24,3,0,-0.9,1.28,85.7,0.049,0,0.318,0
AGT103157,26,27,43,Referral,Night Fixed,Email,Graduate,0,2,0.826,19,0,3.6,-1.04,-8.3,-1.42,7.1,1,6.6,0,1,0.25,0,1.41,0,3,-0.47,0.77,75.9,0.199,3,0.169,0
AGT103158,20,6,67,Referral,Rotational,Escalations,Postgraduate,1,0,0.955,8,0,-9.6,2.37,-9.5,1.67,8.4,1,6.0,1,2,0.48,0,1.31,0,1,-0.51,0.72,85.9,0.166,2,0.304,0
AGT103159,24,8,27,Walk-in,Rotational,Escalations,Undergraduate,0,1,0.93,16,0,21.8,2.57,-1.2,1.26,9.3,1,8.5,1,0,0.0,0,1.16,0,1,1.32,0.71,87.9,0.198,2,0.238,0
AGT103160,27,42,74,Job Portal,Rotational,Escalations,Graduate,0,3,0.901,2,0,-8.6,-1.4,-1.2,-6.32,5.1,3,5.5,1,1,0.75,0,0.89,1,0,0.62,0.72,84.2,0.236,1,0.21,0
AGT103161,30,16,15,Job Portal,Day Fixed,Voice-Support,Undergraduate,1,1,0.94,4,1,9.7,-0.5,-10.1,2.99,13.2,2,6.9,0,2,0.32,0,0.8,1,0,0.67,0.1,75.0,0.234,3,0.1,0
AGT103162,30,33,25,Referral,Rotational,Voice-Support,Undergraduate,1,0,0.941,0,0,-5.7,-1.53,-1.4,3.81,1.7,4,4.3,0,5,0.27,0,0.84,0,1,-0.84,-1.37,78.2,0.35,1,0.375,0
AGT103163,30,3,15,Referral,Split,Voice-Support,Undergraduate,2,1,0.953,12,0,1.5,0.34,-4.9,0.22,6.3,2,3.8,1,0,0.0,0,1.32,0,1,1.12,1.22,86.7,0.197,1,0.439,0
AGT103164,24,11,27,Job Portal,Rotational,Chat,Graduate,0,3,1.038,5,0,14.3,2.53,-9.6,-2.81,5.5,5,8.3,0,1,0.6,0,1.2,0,2,3.15,0.11,94.6,0.064,2,0.517,0
AGT103165,29,16,59,Referral,Rotational,Escalations,Undergraduate,2,4,1.056,29,1,19.6,3.92,1.0,-0.59,11.1,5,2.8,5,4,0.72,0,1.32,3,4,1.92,1.58,86.5,0.24,2,0.14,0
AGT103166,23,28,51,Job Portal,Rotational,Voice-Support,Graduate,0,0,1.03,5,0,-3.3,0.79,-0.1,1.85,0.0,0,0.0,0,0,0.0,0,0.0,0,0,1.41,-1.08,82.4,0.01,0,0.25,0
AGT103167,24,11,47,Walk-in,Rotational,Voice-Collections,Graduate,1,2,0.746,5,0,-1.0,0.1,-7.0,3.4,10.7,1,4.7,0,1,0.07,0,0.85,0,4,0.55,0.89,85.1,0.207,1,0.231,0
AGT103168,22,13,27,Job Portal,Day Fixed,Voice-Collections,Graduate,1,3,0.898,15,0,13.3,5.8,-15.9,-9.88,16.0,5,17.8,2,12,0.66,1,2.5,2,5,5.4,5.42,82.4,0.506,1,0.175,1
AGT103169,21,15,41,Job Portal,Split,Voice-Support,Graduate,0,1,0.9,19,3,-2.8,0.04,8.3,-2.32,0.0,1,0.0,1,0,0.0,0,1.61,0,0,1.49,-1.66,86.1,0.078,2,0.179,0
AGT103170,32,10,74,Referral,Day Fixed,Email,Graduate,0,1,1.12,2,0,-7.3,-1.05,0.2,-0.42,0.5,0,0.0,0,0,0.0,0,0.06,0,0,0.51,0.86,86.8,0.256,1,0.162,0
AGT103171,30,14,28,Job Portal,Rotational,Voice-Support,Undergraduate,0,0,0.915,4,0,7.8,-1.43,-6.0,2.8,8.5,1,0.0,0,1,0.22,0,0.62,1,1,2.41,-0.39,74.5,0.034,1,0.254,1
AGT103172,32,7,29,Walk-in,Night Fixed,Voice-Collections,Graduate,0,1,0.81,5,2,1.9,4.7,1.8,-7.7,16.3,2,9.6,4,6,0.65,1,1.36,0,3,0.24,2.56,91.5,0.198,2,0.318,0
AGT103173,27,16,29,Job Portal,Rotational,Escalations,Undergraduate,0,3,1.069,13,0,-8.7,1.44,2.2,3.33,6.7,1,4.4,0,1,0.73,0,0.9,1,0,-0.97,1.42,94.4,0.154,0,0.245,0
AGT103174,31,20,46,Job Portal,Rotational,Voice-Support,Undergraduate,4,3,1.009,3,0,-6.9,0.44,3.1,2.95,0.0,0,0.0,1,0,0.0,0,0.44,1,0,-0.94,0.27,76.8,0.036,1,0.452,0
AGT103175,19,19,56,Job Portal,Rotational,Voice-Support,Graduate,0,2,1.251,6,0,10.5,0.64,-0.2,1.54,6.2,1,0.0,0,1,0.38,0,0.9,1,0,-0.68,-1.93,79.9,0.163,2,0.444,0
AGT103176,31,1,63,Referral,Day Fixed,Email,Undergraduate,3,0,0.862,4,0,-2.9,-0.23,-1.4,-5.42,3.8,4,4.8,1,0,0.0,0,0.65,0,2,1.66,1.25,88.4,0.35,5,0.217,0
AGT103177,28,1,36,Job Portal,Rotational,Voice-Collections,Graduate,3,3,0.978,6,0,9.6,1.6,-2.0,-2.88,1.3,3,5.3,1,4,0.16,1,1.67,1,2,1.96,-0.4,82.1,0.24,3,0.305,0
AGT103178,30,22,34,Referral,Day Fixed,Chat,Graduate,0,2,0.896,1,1,17.7,4.18,-7.4,-8.95,16.2,1,8.6,2,5,0.47,0,2.34,2,3,3.6,1.93,77.1,0.6,5,0.372,0
AGT103179,29,10,31,Referral,Day Fixed,Voice-Collections,Graduate,2,0,0.896,2,0,-1.0,-0.21,-4.8,-3.14,12.7,4,8.5,3,3,1.0,0,0.99,1,3,0.77,1.64,74.5,0.457,3,0.333,0
AGT103180,22,6,54,Job Portal,Night Fixed,Voice-Support,Graduate,4,0,0.918,2,0,1.5,0.06,-2.7,-1.76,2.3,4,4.3,0,4,0.24,0,0.54,2,1,1.78,0.73,83.1,0.321,3,0.201,0
AGT103181,20,60,17,Referral,Split,Voice-Support,Undergraduate,0,2,0.89,26,0,3.8,1.74,0.9,-5.24,11.2,1,6.3,1,4,0.34,0,1.03,0,2,1.5,-1.04,76.3,0.305,4,0.427,0
AGT103182,23,3,39,Referral,Split,Email,Undergraduate,1,1,1.019,16,0,4.8,1.17,1.8,-1.23,6.9,2,8.8,1,2,0.11,0,0.88,2,2,-0.74,-0.14,87.4,0.172,2,0.171,0
AGT103183,30,10,39,Referral,Rotational,Voice-Support,Graduate,2,0,1.006,11,0,2.2,-3.39,-3.2,-0.34,0.0,0,0.0,0,1,0.0,0,0.0,1,1,-2.69,-0.15,84.1,0.084,1,0.388,0
AGT103184,30,5,59,Job Portal,Rotational,Escalations,Graduate,2,2,0.997,13,0,-5.0,1.22,0.9,-3.85,1.2,2,0.0,0,2,0.0,0,0.72,0,1,1.25,0.91,94.5,0.055,1,0.009,0
AGT103185,20,26,20,Walk-in,Day Fixed,Voice-Support,Graduate,2,0,1.127,19,0,1.6,1.55,-3.7,2.36,2.5,1,3.8,0,0,0.0,1,1.51,0,1,1.5,0.73,91.1,0.074,4,0.446,1
AGT103186,22,34,61,Walk-in,Day Fixed,Email,Undergraduate,0,0,1.056,35,0,-2.9,-2.66,-7.2,-0.35,2.7,0,0.0,0,0,0.0,0,0.1,1,2,-0.96,-0.87,83.7,0.085,3,0.25,0
AGT103187,23,7,53,Referral,Rotational,Escalations,Graduate,0,2,1.084,3,0,14.8,-0.59,-8.8,-1.16,6.9,0,0.0,0,0,0.0,0,0.46,1,2,-0.42,-0.31,91.0,0.321,1,0.547,0
AGT103188,25,8,97,Referral,Rotational,Voice-Support,Undergraduate,2,2,1.016,6,1,-3.7,0.17,-5.1,-4.67,5.9,3,9.4,5,2,0.42,0,1.65,3,1,1.57,2.38,80.2,0.306,1,0.525,0
AGT103189,20,4,88,Job Portal,Rotational,Chat,Graduate,0,1,1.031,36,0,0.0,0.44,-7.1,-0.16,8.1,2,6.3,1,1,0.14,0,0.74,0,2,-0.04,-1.31,79.4,0.126,1,0.219,0
